Ship-to party,Shipment Route,Region Code,광역도시,시군구,담당 RDC 코드,담당 RDC 명
KP12187,KRD8L0,GJA,경기도,오산시,11R2,평택RDC
KP12188,KRD8C0,GFA,경기도,수원시 권선구,11R2,평택RDC
KP12192,KRDFC4,MIA,경상남도,창원시 진해구,11RD,칠곡RDC
KP12194,KRD100,LKA,부산광역시,강서구,11RD,칠곡RDC
KP12195,KRDE30,OOA,경상북도,구미시,11RD,칠곡RDC
KP12201,KRDE50,OPA,경상북도,김천시,11RD,칠곡RDC
KP12202,KRDA50,ELA,충청북도,음성군,11R2,평택RDC
KP12205,KRDFB0,MDA,경상남도,창녕군,11RD,칠곡RDC
KP12207,KRDB70,EEA,충청남도,서산시,11R2,평택RDC
KP12208,KRD8P0,GUA,경기도,이천시,11R9,제천RDC
KP12209,KRD9E0,CMA,강원도,평창군,11R9,제천RDC
KP12210,KRD970,CLA,강원도,영월군,11R9,제천RDC
KP12211,KRD8C2,GFA,경기도,수원시 장안구,11R2,평택RDC
KP12219,KRD8J0,GVA,경기도,여주시,11R9,제천RDC
KP12220,KRD8T0,GTA,경기도,하남시,11R2,평택RDC
KP12221,KRD504,DBA,대전광역시,중구,11RC,계룡RDC
KP12222,KRDF50,LTA,경상남도,밀양시,11RD,칠곡RDC
KP12227,KRDBA0,DRA,충청남도,예산군,11R2,평택RDC
KP12261,KRD870,FNA,경기도,김포시,11R2,평택RDC
KP12278,KRDD30,JFA,전라남도,광양시,11RC,계룡RDC
KP12313,KRD306,FEA,인천광역시,서구,11R2,평택RDC
KP12314,KRDC70,JNA,전라북도,완주군,11RC,계룡RDC
KP12315,KRD105,LFA,부산광역시,동래구,11RD,칠곡RDC
KP12317,KRDFC0,MBA,경상남도,창원시 마산합포구,11RD,칠곡RDC
KP12333,KRD602,NDA,울산광역시,북구,11RD,칠곡RDC
KP12337,KRD840,GSA,경기도,광주시,11R2,평택RDC
KP12339,KRD8M0,GKA,경기도,용인시 기흥구,11R2,평택RDC
KP12340,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
KP12341,KRD840,GSA,경기도,광주시,11R2,평택RDC
KP12346,KRD8Q0,FLA,경기도,파주시,11R2,평택RDC
KP12347,KRDB40,DSA,충청남도,당진시,11R2,평택RDC
KP12351,KRDEF0,PCB,경상북도,예천군,11RD,칠곡RDC
KP12352,KRD00M,ABA,서울특별시,종로구,11R2,평택RDC
KP12353,KRD304,FCA,인천광역시,미추홀구,11R2,평택RDC
KP12355,KRD850,HAA,경기도,구리시,11R2,평택RDC
KP12356,KRD8C1,GFA,경기도,수원시 영통구,11R2,평택RDC
KP12360,KRDB40,DSA,충청남도,당진시,11R2,평택RDC
KP12361,KRD9F0,CSA,강원도,홍천군,11R9,제천RDC
KP12362,KRD601,NCA,울산광역시,동구,11RD,칠곡RDC
KP12364,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
KP12365,KRDF80,LSA,경상남도,양산시,11RD,칠곡RDC
KP12369,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KP12370,KRD604,NBA,울산광역시,중구,11RD,칠곡RDC
KP12375,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
KP12377,KRDA60,ERA,충청북도,제천시,11R9,제천RDC
KP12380,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
KP12381,KRD9E0,CMB,강원도,평창군,11R9,제천RDC
KP12382,KRD8L0,GJA,경기도,오산시,11R2,평택RDC
KP12383,KRD8C0,GFA,경기도,수원시 권선구,11R2,평택RDC
KP12384,KRDG10,NFA,제주특별자치도,제주시,11RB,제주RDC
KP12386,KRDE10,PLB,경상북도,경주시,11RD,칠곡RDC
KP12387,KRD8M0,GKA,경기도,용인시 기흥구,11R2,평택RDC
KP12388,KRDG10,NFA,제주특별자치도,제주시,11RB,제주RDC
KP12390,KRDG10,NFA,제주특별자치도,제주시,11RB,제주RDC
KP12392,KRDB40,DSA,충청남도,당진시,11R2,평택RDC
KP12394,KRD9C0,CAA,강원도,춘천시,11R9,제천RDC
KP12395,KRD950,CUA,강원도,양구군,11R9,제천RDC
KP12398,KRDA40,ENA,충청북도,옥천군,11RC,계룡RDC
KP12401,KRD00M,ABA,서울특별시,종로구,11R2,평택RDC
KP12403,KRDCB0,JMA,전라북도,전주시 덕진구,11RC,계룡RDC
KP12404,KRD8J0,GVA,경기도,여주시,11R9,제천RDC
KP12405,KRD8O0,HFA,경기도,의정부시,11R2,평택RDC
KP12406,KRDA91,EIA,충청북도,청주시 서원구,11RC,계룡RDC
KP12410,KRDBE0,EAA,충청남도,홍성군,11R2,평택RDC
KP12411,KRDE30,OOA,경상북도,구미시,11RD,칠곡RDC
KP12413,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KP12414,KRD9F0,CSA,강원도,홍천군,11R9,제천RDC
KP12415,KRD108,LNA,부산광역시,사상구,11RD,칠곡RDC
KP12417,KRDEJ0,OKA,경상북도,청도군,11RD,칠곡RDC
KP12419,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
KP12420,KRDEM0,PNA,경상북도,포항시 남구,11RD,칠곡RDC
KP12423,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
KP12425,KRD101,LHA,부산광역시,금정구,11RD,칠곡RDC
KP12427,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
KP12428,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
KP12429,KRDA93,EHA,충청북도,청주시 흥덕구,11RC,계룡RDC
KP12431,KRDF00,MLC,경상남도,거제시,11RD,칠곡RDC
KP12432,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KP12434,KRD8T0,GTA,경기도,하남시,11R2,평택RDC
KP12435,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
KP12439,KRDDF0,IUB,전라남도,완도군,11RC,계룡RDC
KP12440,KRDFC0,MBA,경상남도,창원시 마산합포구,11RD,칠곡RDC
KP12441,KRD600,NAA,울산광역시,남구,11RD,칠곡RDC
KP12442,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
KP12443,KRD502,DCA,대전광역시,서구,11RC,계룡RDC
KP12449,KRD100,LOA,부산광역시,강서구,11RD,칠곡RDC
KP12450,KRDE30,OOA,경상북도,구미시,11RD,칠곡RDC
KP12451,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
KP12452,KRD9B0,CVA,강원도,철원군,11R2,평택RDC
KP12454,KRD403,IAA,광주광역시,북구,11RC,계룡RDC
KP12459,KRDFC0,MBA,경상남도,창원시 마산합포구,11RD,칠곡RDC
KP12460,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP12466,KRD001,AKA,서울특별시,강동구,11R2,평택RDC
KP12468,KRDB80,DKA,충청남도,서천군,11RC,계룡RDC
KP12470,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
KP12473,KRDFF0,MFA,경상남도,함안군,11RD,칠곡RDC
KP12474,KRD203,OBC,대구광역시,동구,11RD,칠곡RDC
KP12476,KRD840,GSA,경기도,광주시,11R2,평택RDC
KP12479,KRDB50,EDA,충청남도,보령시,11RC,계룡RDC
KP12480,KRD404,ICA,광주광역시,서구,11RC,계룡RDC
KP12486,KRD105,LFA,부산광역시,동래구,11RD,칠곡RDC
KP12489,KRD900,CCA,강원도,강릉시,11R9,제천RDC
KP12490,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KP12491,KRD8T0,GTA,경기도,하남시,11R2,평택RDC
KP12495,KRDA92,EGA,충청북도,청주시 청원구,11RC,계룡RDC
KP12496,KRD8J0,GVA,경기도,여주시,11R9,제천RDC
KP12499,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KP12503,KRDA00,EKA,충청북도,괴산군,11RC,계룡RDC
KP12504,KRD502,DCG,대전광역시,서구,11RC,계룡RDC
KP12506,KRD101,LHC,부산광역시,금정구,11RD,칠곡RDC
KP12507,KRD101,LHC,부산광역시,금정구,11RD,칠곡RDC
KP12508,KRD101,LHC,부산광역시,금정구,11RD,칠곡RDC
KP12526,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP12527,KRD008,APA,서울특별시,노원구,11R2,평택RDC
KP12529,KRD900,CCA,강원도,강릉시,11R9,제천RDC
KP12531,KRD500,DEA,대전광역시,대덕구,11RC,계룡RDC
KP12532,KRD306,FEA,인천광역시,서구,11R2,평택RDC
KP12534,KRD304,FCA,인천광역시,미추홀구,11R2,평택RDC
KP12535,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KP12544,KRDB40,DSA,충청남도,당진시,11R2,평택RDC
KP12550,KRDC70,JNA,전라북도,완주군,11RC,계룡RDC
KP12551,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
KP12552,KRD10C,LIA,부산광역시,연제구,11RD,칠곡RDC
KP12555,KRDCD0,JPA,전라북도,진안군,11RC,계룡RDC
KP12556,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
KP12557,KRDFF0,MFA,경상남도,함안군,11RD,칠곡RDC
KP12559,KRD8S0,HKA,경기도,포천시,11R2,평택RDC
KP12560,KRD8M0,GKA,경기도,용인시 기흥구,11R2,평택RDC
KP12561,KRDB10,DGA,충청남도,공주시,11RC,계룡RDC
KP12562,KRD307,FGA,인천광역시,연수구,11R2,평택RDC
KP12564,KRD503,DDA,대전광역시,유성구,11RC,계룡RDC
KP12566,KRDE10,PLA,경상북도,경주시,11RD,칠곡RDC
KP12567,KRDCB0,JMA,전라북도,전주시 덕진구,11RC,계룡RDC
KP12569,KRDB40,DSA,충청남도,당진시,11R2,평택RDC
KP12572,KRDE90,ONA,경상북도,성주군,11RD,칠곡RDC
KP12577,KRD403,IAA,광주광역시,북구,11RC,계룡RDC
KP12578,KRD403,IAA,광주광역시,북구,11RC,계룡RDC
KP12590,KRDF50,LTA,경상남도,밀양시,11RD,칠곡RDC
KP12593,KRD810,FJA,경기도,고양시 덕양구,11R2,평택RDC
KP12596,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
KP12597,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
KP12600,KRD403,IAA,광주광역시,북구,11RC,계룡RDC
KP12601,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
KP12603,KRDEM0,PNA,경상북도,포항시 남구,11RD,칠곡RDC
KP12607,KRD8J0,GVA,경기도,여주시,11R9,제천RDC
KP12608,KRDFF0,MFA,경상남도,함안군,11RD,칠곡RDC
KP12609,KRD8H0,HGA,경기도,양주시,11R2,평택RDC
KP12610,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KP12611,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
KP12613,KRD105,LFA,부산광역시,동래구,11RD,칠곡RDC
KP12615,KRDA93,EHA,충청북도,청주시 흥덕구,11RC,계룡RDC
KP12616,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
KP12617,KRDCC0,KAA,전라북도,정읍시,11RC,계룡RDC
KP12618,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
KP12620,KRDA90,EIA,충청북도,청주시 상당구,11RC,계룡RDC
KP12623,KRD305,FDA,인천광역시,부평구,11R2,평택RDC
KP12624,KRD101,LHA,부산광역시,금정구,11RD,칠곡RDC
KP12625,KRD00K,AQA,서울특별시,용산구,11R2,평택RDC
KP12626,KRD00E,ANA,서울특별시,서초구,11R2,평택RDC
KP12627,KRD502,DCA,대전광역시,서구,11RC,계룡RDC
KP12628,KRD500,DEF,대전광역시,대덕구,11RC,계룡RDC
KP12629,KRD00E,ANA,서울특별시,서초구,11R2,평택RDC
KP12630,KRD307,FGA,인천광역시,연수구,11R2,평택RDC
KP12631,KRDCB0,JMA,전라북도,전주시 덕진구,11RC,계룡RDC
KP12632,KRD201,OEA,대구광역시,달서구,11RD,칠곡RDC
KP12633,KRD206,OGA,대구광역시,수성구,11RD,칠곡RDC
KP12635,KRDCB0,JMA,전라북도,전주시 덕진구,11RC,계룡RDC
KP12636,KRD202,OHA,대구광역시,달성군,11RD,칠곡RDC
KP12639,KRD8G1,GBA,경기도,안양시 만안구,11R2,평택RDC
KP12641,KRD500,DEA,대전광역시,대덕구,11RC,계룡RDC
KP12647,KRD8C0,GFA,경기도,수원시 권선구,11R2,평택RDC
KP12648,KRDFC0,MBA,경상남도,창원시 마산합포구,11RD,칠곡RDC
KP12652,KRDE00,OIA,경상북도,경산시,11RD,칠곡RDC
KP12653,KRD501,DAA,대전광역시,동구,11RC,계룡RDC
KP12664,KRDE30,OOA,경상북도,구미시,11RD,칠곡RDC
KP12670,KRD8T0,GTA,경기도,하남시,11R2,평택RDC
KP12671,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
KP12672,KRD501,DAA,대전광역시,동구,11RC,계룡RDC
KP12673,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
KP12677,KRD8E1,FTA,경기도,안산시 상록구,11R2,평택RDC
KP12678,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KP12680,KRD404,ICA,광주광역시,서구,11RC,계룡RDC
KP12685,KRDF20,MGA,경상남도,고성군,11RD,칠곡RDC
KP12686,KRDC60,KFA,전라북도,순창군,11RC,계룡RDC
KP12693,KRDBB0,DLA,충청남도,천안시 동남구,11R2,평택RDC
KP12695,KRDE00,OIA,경상북도,경산시,11RD,칠곡RDC
KP12696,KRDFF0,MFA,경상남도,함안군,11RD,칠곡RDC
KP12702,KRD811,FJA,경기도,고양시 일산동구,11R2,평택RDC
KP12703,KRD9E0,CFA,강원도,평창군,11R9,제천RDC
KP12705,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
KP12708,KRD880,HBA,경기도,남양주시,11R2,평택RDC
KP12710,KRD00M,ABA,서울특별시,종로구,11R2,평택RDC
KP12712,KRD890,HHA,경기도,동두천시,11R2,평택RDC
KP12714,KRDBB0,DLA,충청남도,천안시 동남구,11R2,평택RDC
KP12715,KRD8S0,HKA,경기도,포천시,11R2,평택RDC
KP12716,KRD10B,LKA,부산광역시,수영구,11RD,칠곡RDC
KP12718,KRDCC0,KAA,전라북도,정읍시,11RC,계룡RDC
KP12721,KRDA80,EJA,충청북도,진천군,11R2,평택RDC
KP12722,KRDF80,LSA,경상남도,양산시,11RD,칠곡RDC
KP12724,KRD501,DAA,대전광역시,동구,11RC,계룡RDC
KP12733,KRDC30,KDA,전라북도,남원시,11RC,계룡RDC
KP12734,KRDCB0,JMA,전라북도,전주시 덕진구,11RC,계룡RDC
KP12735,KRDDC0,JIA,전라남도,여수시,11RC,계룡RDC
KP12736,KRDBA0,DRA,충청남도,예산군,11R2,평택RDC
KP12738,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
KP12739,KRD8S0,HKA,경기도,포천시,11R2,평택RDC
KP12741,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP12743,KRD602,NDA,울산광역시,북구,11RD,칠곡RDC
KP12751,KRD206,OGA,대구광역시,수성구,11RD,칠곡RDC
KP12752,KRDF70,MQA,경상남도,산청군,11RD,칠곡RDC
KP12753,KRDBC0,DTA,충청남도,청양군,11RC,계룡RDC
KP12758,KRDEM0,PNA,경상북도,포항시 남구,11RD,칠곡RDC
KP12759,KRD206,OGA,대구광역시,수성구,11RD,칠곡RDC
KP12760,KRD404,ICA,광주광역시,서구,11RC,계룡RDC
KP12763,KRD502,DCA,대전광역시,서구,11RC,계룡RDC
KP12765,KRD503,DDA,대전광역시,유성구,11RC,계룡RDC
KP12771,KRD301,FHA,인천광역시,계양구,11R2,평택RDC
KP12772,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
KP12773,KRD504,DBA,대전광역시,중구,11RC,계룡RDC
KP12774,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
KP12777,KRD980,CIA,강원도,원주시,11R9,제천RDC
KP12778,KRD201,OEA,대구광역시,달서구,11RD,칠곡RDC
KP12780,KRDCB1,JLA,전라북도,전주시 완산구,11RC,계룡RDC
KP12781,KRD00I,BBA,서울특별시,양천구,11R2,평택RDC
KP12783,KRDA92,EIA,충청북도,청주시 청원구,11RC,계룡RDC
KP12785,KRD8N0,GEA,경기도,의왕시,11R2,평택RDC
KP12786,KRD502,DCA,대전광역시,서구,11RC,계룡RDC
KP12790,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP12791,KRDD50,ILA,전라남도,나주시,11RC,계룡RDC
KP12792,KRDF00,MLA,경상남도,거제시,11RD,칠곡RDC
KP12793,KRD8O0,HFA,경기도,의정부시,11R2,평택RDC
KP12794,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
KP12795,KRD00F,AJA,서울특별시,성동구,11R2,평택RDC
KP12800,KRD106,LLA,부산광역시,부산진구,11RD,칠곡RDC
KP12801,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
KP12803,KRDF60,MNA,경상남도,사천시,11RD,칠곡RDC
KP12804,KRDD60,IIA,전라남도,담양군,11RC,계룡RDC
KP12809,KRD403,IAA,광주광역시,북구,11RC,계룡RDC
KP12811,KRD870,FNA,경기도,김포시,11R2,평택RDC
KP12814,KRDD30,JFA,전라남도,광양시,11RC,계룡RDC
KP12816,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
KP12818,KRD503,DDA,대전광역시,유성구,11RC,계룡RDC
KP12819,KRDEA0,PDA,경상북도,안동시,11RD,칠곡RDC
KP12820,KRDC80,JRA,전라북도,익산시,11RC,계룡RDC
KP12822,KRDFF0,MFA,경상남도,함안군,11RD,칠곡RDC
KP12823,KRD603,NEA,울산광역시,울주군,11RD,칠곡RDC
KP12824,KRDB60,DJA,충청남도,부여군,11RC,계룡RDC
KP12825,KRDA60,ERA,충청북도,제천시,11R9,제천RDC
KP12826,KRDF30,LQG,경상남도,김해시,11RD,칠곡RDC
KP12827,KRD900,CCA,강원도,강릉시,11R9,제천RDC
KP12830,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
KP12832,KRD930,CQA,강원도,삼척시,11R9,제천RDC
KP12834,KRD008,APA,서울특별시,노원구,11R2,평택RDC
KP12835,KRD8C0,GFA,경기도,수원시 권선구,11R2,평택RDC
KP12836,KRD880,HBA,경기도,남양주시,11R2,평택RDC
KP12837,KRD8T0,GTA,경기도,하남시,11R2,평택RDC
KP12841,KRDEA0,POA,경상북도,안동시,11RD,칠곡RDC
KP12842,KRDA93,EHA,충청북도,청주시 흥덕구,11RC,계룡RDC
KP12844,KRD870,FNA,경기도,김포시,11R2,평택RDC
KP12848,KRD811,FJA,경기도,고양시 일산동구,11R2,평택RDC
KP12849,KRD840,GSA,경기도,광주시,11R2,평택RDC
KP12851,KRDB50,EDA,충청남도,보령시,11RC,계룡RDC
KP12853,KRDA92,EGA,충청북도,청주시 청원구,11RC,계룡RDC
KP12854,KRDF80,LSA,경상남도,양산시,11RD,칠곡RDC
KP12855,KRD403,IAA,광주광역시,북구,11RC,계룡RDC
KP12856,KRDE10,PCA,경상북도,경주시,11RD,칠곡RDC
KP12858,KRD309,FAA,인천광역시,중구,11R2,평택RDC
KP12859,KRDF00,MLA,경상남도,거제시,11RD,칠곡RDC
KP12860,KRDF00,MLA,경상남도,거제시,11RD,칠곡RDC
KP12861,KRDFC4,MIA,경상남도,창원시 진해구,11RD,칠곡RDC
KP12862,KRDF60,MPA,경상남도,사천시,11RD,칠곡RDC
KP12863,KRDBB0,DLA,충청남도,천안시 동남구,11R2,평택RDC
KP12866,KRDE00,OIA,경상북도,경산시,11RD,칠곡RDC
KP12867,KRD004,AUA,서울특별시,관악구,11R2,평택RDC
KP12869,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
KP12870,KRD980,CIA,강원도,원주시,11R9,제천RDC
KP12871,KRDA93,EHA,충청북도,청주시 흥덕구,11RC,계룡RDC
KP12873,KRD00E,ANA,서울특별시,서초구,11R2,평택RDC
KP12875,KRD100,LOA,부산광역시,강서구,11RD,칠곡RDC
KP12876,KRD303,FBA,인천광역시,동구,11R2,평택RDC
KP12877,KRDA93,EHA,충청북도,청주시 흥덕구,11RC,계룡RDC
KP12880,KRD503,DDA,대전광역시,유성구,11RC,계룡RDC
KP12882,KRD108,LNA,부산광역시,사상구,11RD,칠곡RDC
KP12883,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
KP12884,KRD870,FNA,경기도,김포시,11R2,평택RDC
KP12885,KRD600,NAA,울산광역시,남구,11RD,칠곡RDC
KP12888,KRDB40,DSA,충청남도,당진시,11R2,평택RDC
KP12892,KRDDA0,C86,전라남도,순천시,11RC,계룡RDC
KP12894,KRD306,FEA,인천광역시,서구,11R2,평택RDC
KP12896,KRDEI0,PIK,경상북도,의성군,11RD,칠곡RDC
KP12898,KRD106,LLA,부산광역시,부산진구,11RD,칠곡RDC
KP12899,KRD100,LOA,부산광역시,강서구,11RD,칠곡RDC
KP12902,KRD306,FEA,인천광역시,서구,11R2,평택RDC
KP12904,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
KP12905,KRDB20,DFA,충청남도,금산군,11RC,계룡RDC
KP12907,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
KP12908,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
KP12910,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
KP12911,KRDA70,ELA,충청북도,증평군,11RC,계룡RDC
KP12912,KRD203,OBA,대구광역시,동구,11RD,칠곡RDC
KP12913,KRD305,FDA,인천광역시,부평구,11R2,평택RDC
KP12915,KRDA80,EJA,충청북도,진천군,11R2,평택RDC
KP12917,KRD940,CFA,강원도,속초시,11R9,제천RDC
KP12920,KRD940,CFA,강원도,속초시,11R9,제천RDC
KP12922,KRDF60,MPA,경상남도,사천시,11RD,칠곡RDC
KP12927,KRDA92,EIA,충청북도,청주시 청원구,11RC,계룡RDC
KP12930,KRDA91,EHA,충청북도,청주시 서원구,11RC,계룡RDC
KP12932,KRD8G0,GBA,경기도,안양시 동안구,11R2,평택RDC
KP12934,KRD102,LPA,부산광역시,기장군,11RD,칠곡RDC
KP12935,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
KP12938,KRD403,IEA,광주광역시,북구,11RC,계룡RDC
KP12948,KRD304,FCA,인천광역시,미추홀구,11R2,평택RDC
KP12952,KRD8M0,GKA,경기도,용인시 기흥구,11R2,평택RDC
KP12953,KRD403,IAA,광주광역시,북구,11RC,계룡RDC
KP12954,KRDG00,NFE,제주특별자치도,서귀포시,11RB,제주RDC
KP12955,KRD107,LMA,부산광역시,북구,11RD,칠곡RDC
KP12957,KRDB30,DIA,충청남도,논산시,11RC,계룡RDC
KP12959,KRDF00,MLA,경상남도,거제시,11RD,칠곡RDC
KP12960,KRDC90,JOA,전라북도,임실군,11RC,계룡RDC
KP12961,KRD305,FDA,인천광역시,부평구,11R2,평택RDC
KP12964,KRD501,DAA,대전광역시,동구,11RC,계룡RDC
KP12965,KRD8M0,GKA,경기도,용인시 기흥구,11R2,평택RDC
KP12967,KRDF80,LSA,경상남도,양산시,11RD,칠곡RDC
KP12970,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
KP12976,KRDB30,DIA,충청남도,논산시,11RC,계룡RDC
KP12979,KRDEL0,OMA,경상북도,칠곡군,11RD,칠곡RDC
KP12980,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
KP12984,KRDA50,ELA,충청북도,음성군,11R2,평택RDC
KP12985,KRD930,CQA,강원도,삼척시,11R9,제천RDC
KP12986,KRD980,CIA,강원도,원주시,11R9,제천RDC
KP12989,KRD8L0,GJA,경기도,오산시,11R2,평택RDC
KP12990,KRD980,CIA,강원도,원주시,11R9,제천RDC
KP12991,KRDE00,OIA,경상북도,경산시,11RD,칠곡RDC
KP12993,KRD8T0,GTA,경기도,하남시,11R2,평택RDC
KP12995,KRDDD0,IFA,전라남도,영광군,11RC,계룡RDC
KP12996,KRD9C0,CAA,강원도,춘천시,11R9,제천RDC
KP12997,KRD8C0,GFA,경기도,수원시 권선구,11R2,평택RDC
KP12999,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KP13001,KRD8M0,GIA,경기도,용인시 기흥구,11R2,평택RDC
KP13003,KRDA90,EGA,충청북도,청주시 청원구,11RC,계룡RDC
KP13004,KRDCB1,JMA,전라북도,전주시 완산구,11RC,계룡RDC
KP13005,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
KP13006,KRD8C3,GFA,경기도,수원시 팔달구,11R2,평택RDC
KP13007,KRD8I0,HDA,경기도,양평군,11R2,평택RDC
KP13008,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
KP13010,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
KP13011,KRDCB0,JMA,전라북도,전주시 덕진구,11RC,계룡RDC
KP13012,KRDB10,DGA,충청남도,공주시,11RC,계룡RDC
KP13013,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
KP13016,KRDE50,OPA,경상북도,김천시,11RD,칠곡RDC
KP13017,KRDD80,IRA,전라남도,무안군,11RC,계룡RDC
KP13018,KRDF20,MGA,경상남도,고성군,11RD,칠곡RDC
KP13019,KRD8J0,GVA,경기도,여주시,11R9,제천RDC
KP13020,KRD940,CFA,강원도,속초시,11R9,제천RDC
KP13021,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
KP13022,KRD10E,LAA,부산광역시,중구,11RD,칠곡RDC
KP13023,KRDB50,EDA,충청남도,보령시,11RC,계룡RDC
KP13024,KRDA80,EJA,충청북도,진천군,11R2,평택RDC
KP13025,KRDD70,IQA,전라남도,목포시,11RC,계룡RDC
KP13030,KRD910,CGB,강원도,고성군,11R9,제천RDC
KP13031,KRD108,LNA,부산광역시,사상구,11RD,칠곡RDC
KP13033,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
KP13034,KRD8Q0,FLA,경기도,파주시,11R2,평택RDC
KP13035,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
KP13037,KRD00G,AMA,서울특별시,성북구,11R2,평택RDC
KP13038,KRDEM0,PNA,경상북도,포항시 남구,11RD,칠곡RDC
KP13039,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
KP13041,KRD9C0,CAA,강원도,춘천시,11R9,제천RDC
KP13042,KRDD70,IQH,전라남도,목포시,11RC,계룡RDC
KP13043,KRDF80,LSA,경상남도,양산시,11RD,칠곡RDC
KP13045,KRD201,OEA,대구광역시,달서구,11RD,칠곡RDC
KP13046,KRD800,HEA,경기도,가평군,11R2,평택RDC
KP13049,KRD8R0,GLA,경기도,평택시,11R2,평택RDC
KP13050,KRD10F,LJA,부산광역시,해운대구,11RD,칠곡RDC
KP13052,KRD810,FJA,경기도,고양시 덕양구,11R2,평택RDC
KP13053,KRDE30,OOA,경상북도,구미시,11RD,칠곡RDC
KP13055,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
KP13056,KRD106,LLA,부산광역시,부산진구,11RD,칠곡RDC
KP13059,KRD205,ODA,대구광역시,서구,11RD,칠곡RDC
KP13060,KRDFF0,MFA,경상남도,함안군,11RD,칠곡RDC
KP13061,KRD10F,LJA,부산광역시,해운대구,11RD,칠곡RDC
KP13062,KRDEL0,OMC,경상북도,칠곡군,11RD,칠곡RDC
KP13063,KRD8Q0,FLA,경기도,파주시,11R2,평택RDC
KP13064,KRD8J0,GVA,경기도,여주시,11R9,제천RDC
KP13065,KRD00E,ANA,서울특별시,서초구,11R2,평택RDC
KP13066,KRD00L,AFA,서울특별시,은평구,11R2,평택RDC
KP13069,KRD8J0,GVA,경기도,여주시,11R9,제천RDC
KP13070,KRDFC1,MAA,경상남도,창원시 마산회원구,11RD,칠곡RDC
KP13071,KRDEM1,PNA,경상북도,포항시 북구,11RD,칠곡RDC
